pc_index,pc_name,pc_coefficient,gene_name,gene_loading,risk_weighted_loading,rank_within_pc
21,EXPR_PC21,0.03079865915037954,EXPR_XAGE1D,-0.18409409124379253,-0.005669851167816437,10
22,EXPR_PC22,-0.057158770233174214,EXPR_MAGEC1,0.4130282909087874,-0.023608189179856017,1
22,EXPR_PC22,-0.057158770233174214,EXPR_KRT14,-0.302580438184187,0.01729512574322312,2
22,EXPR_PC22,-0.057158770233174214,EXPR_XAGE1D,-0.29950071423758856,0.017119092509777892,3
22,EXPR_PC22,-0.057158770233174214,EXPR_FXYD3,0.2673811207905658,-0.015283176047956551,4
22,EXPR_PC22,-0.057158770233174214,EXPR_KRT23,0.23010226839049347,-0.013152362689064402,5
22,EXPR_PC22,-0.057158770233174214,EXPR_CELA3A,-0.22381506182709227,0.012792993693698448,6
22,EXPR_PC22,-0.057158770233174214,EXPR_AP1M2,0.2227364654117283,-0.012731342449018334,7
22,EXPR_PC22,-0.057158770233174214,EXPR_MUC5B,-0.20205572549875112,0.011549256788080435,8
22,EXPR_PC22,-0.057158770233174214,EXPR_CA9,-0.18509518264228392,0.010579813015917722,9
22,EXPR_PC22,-0.057158770233174214,EXPR_ABCB5,-0.1747431847745043,0.009988105548338998,10
23,EXPR_PC23,-0.05624150858306904,EXPR_SFRP1,0.4316693959803684,-0.02427773803907812,1
23,EXPR_PC23,-0.05624150858306904,EXPR_PGC,0.384406540479421,-0.021619603745761235,2
23,EXPR_PC23,-0.05624150858306904,EXPR_CST1,-0.34868743048906553,0.01961070711465907,3
23,EXPR_PC23,-0.05624150858306904,EXPR_BEX1,0.2604386480636031,-0.014647462460432031,4
23,EXPR_PC23,-0.05624150858306904,EXPR_MAGEA12,-0.19467563334328092,0.010948851303590535,5
23,EXPR_PC23,-0.05624150858306904,EXPR_PAEP,0.1935025291971558,-0.010882874156687405,6
23,EXPR_PC23,-0.05624150858306904,EXPR_CA9,-0.17408934305550763,0.009791047281677184,7
